crag,route_name,route_rating,bouldering_grade,route_difficulty
Little Rock City,The Hulk,5.11d,V6,0.9993151330310982
HP 40,Gadget Direct,5.11a,V5,-0.6428890889172098
Obed,Tang,5.12a,V7,-0.025398783147304732
221,Druid Roof,5.12a,V7,0.6571252766435284
Hueco Tanks,El Chupacabra left,5.13a,V10,1.2811544742228715
Red Rocks,The Huck,5.11a,V5,-0.4901005196983464
Red Rocks,Potato chips,5.9,V2,-2.164879457279305
HP 40,Bumboy,5.10a,V3,0.478045176733487
Hueco Tanks,Fight or Flight,5.10c,V4,-0.6188479278299825
Joshua Tree,Igneous Ambiance,5.12a,V7,1.2847872629902086
Hueco Tanks,The Melon Patch,5.7,V1,-2.389614313952748
Hueco Tanks,Ostracizer,5.9,V2,-2.4286364804324223
Hueco Tanks,Backdoor Man,5.9,V2,-2.0334877501979243
Hueco Tanks,The Ventral Fin,5.11a,V5,0.06546708060639242
HP 40,Slag,5.11a,V5,0.443825160248416
Little Rock City,Manute Bol,5.11d,V6,1.0759572794637284
Little Rock City,Slice,5.10c,V4,-0.7926624324144097
Little Rock City,Mystery Groove,5.10c,V4,-0.7409477943289872
Little Rock City,Tennessee Thong,5.12a,V7,1.6132488668569245
Hueco Tanks,Dilated Pupils,5.10c,V4,-0.170616453278437
Red Rocks,Orange Top Blue Sky,5.12c,V8,1.0298400538407306
HP 40,Mortal Combat,5.10c,V4,0.8711193159551796
Hueco Tanks,Supergoose,5.10a,V3,-0.6805620201889837
Hueco Tanks,See Sharp,5.11d,V6,0.29406741372253575
Hueco Tanks,Windy Ass,5.12d,V9,1.9475028495193403
Red Rocks,Midnight Cowboy,5.13a,V10,1.9472627914545049
Brickyard,Watch the Dog,5.11a,V5,0.05192676874563697
Hueco Tanks,Choss Training,5.10a,V3,-0.39048240551055896
Hueco Tanks,Everybody Wins,5.10a,V3,-1.5848533109841163
Red Rocks,The Runaway,5.10b,V3,-3.221350208315413
Indian Rock,Center Overhang,5.10a,V3,-0.25973926526461616
Rumbling bald,Lost Cause,5.11a,V5,0.6382045738252189
Bishop,One Mule Wonder,5.13a,V10,0.8321599479603203
Red Rocks,Good Moanin',5.11b,,-0.9397649760462251
Maple Canyon,When Cobbles Fly,5.12a,V7,-1.9365067541114214
Obed,The World Between Your Legs,5.12a,V7,-1.3204173873951108
Obed,Lifestyles of the Ripped and Heinous,5.11b,,-1.986062679287612
Obed,Tales of the Sperm,5.11b,V5,-2.8829176569352275
Red Rocks,Cujo,5.11d,V6,-0.32290555730616716
Little Rock City,White Trash,5.11a,V5,-0.4011101020564551
Hueco Tanks,Loaded Direct,5.13c,V12,3.327819147058461
Poudre Canyon,One Ton Ho,5.12d,V9,1.9662548409789937
Red River Gorge,The Reacharound,5.12c,,1.100293304011713
Hueco Tanks,Chris' Arete,5.12c,V8,0.07836398236279866
Red River Gorge,Stretcherous,5.12b,V8,-0.10846882167802424
Little Rock City,I Think I Can,5.12d,V9,1.8588530150866138
Rocktown,Helicopter Traverse,5.12c,V9,1.0739936045052048
Blowing Rock,Urine Slab,5.10a,V3,0.15734038450421645
Hueco Tanks,Moonshine Right,5.11a,V5,0.3021312675935632
Hueco Tanks,Belly of the Beast,5.12a,V7,-0.3029048961354095
221,Black Magic Woman,5.12a,V7,0.9620843448647449
Black and tan,Da Riddler,5.12b,V8,0.9828181291605874
Blowing Rock,AHR,5.12c,V8,2.325418569483727
Hueco Tanks,Bleeding Brothers,5.13c,V12,2.566531601915577
Mortar rock,The Ramp,5.10c,V4,-0.3789050477273202
Moe's Valley,The Swan,5.12a,V7,0.4219180766054609
Castle Rock,Bates Problem,5.11d,V6,1.099207807027685
Mortar rock,Sunshine,5.11a,V5,-0.10991145891410867
Smith Rocks,Bloodshot,5.11b,V6,-1.3772711366642372
Little Si,Rainy Day Women,5.12a,V7,-0.5854044064161343
Hueco Tanks,Star Power,5.11a,V5,-0.7680297702849963
Cathedral,Indulgence,5.13b,V11,1.8567781685020537
Cathedral,The Infidels,5.13a,V10,0.8367534455254704
Bishop,Hamtaro,5.12c,V8,0.8023032034170715
Cathedral,Speaking in Tongues,5.12b,V8,-1.272824602244014
New River Gorge,Remission,5.10b,V3,-1.452011067644822
Bishop,Burning Rubber Necklace,5.10c,V4,-0.5494027155980852
Hueco Tanks,Javelina,5.12c,V8,1.619597166861204
HP 40,Double Groove,5.10a,V3,-1.4624762641569502
HP 40,Dope,5.9,V2,-1.291552815807213
Red River Gorge,Mentor powers,5.11b,V5,-2.657750645160057
Red River Gorge,Return of Manimal,5.10d,V4,-3.6107549002066577
Red River Gorge,Critters on the cliff,5.11a,V5,-3.6606047502390693
Red River Gorge,Jungle Trundler,5.11a,V5,-2.586172342479142
Yosemite,Purple Barrel,5.12c,V8,1.8814489932450702
Jailhouse,Chain Gang,5.12a,V7,0.8106603998185742
Bishop,Evilution,5.13a,V10,2.2553168262171646
New River Gorge,Brain Tweezers,5.10b,V4,-2.5118349104511757
Bishop,Erotic Terrorist,5.11d,V6,-0.15697786577883088
Hueco Tanks,New Religion Sit,5.12c,V8,0.9903857187832873
Clear Creek Canyon,City Slickers,5.12a,V7,-1.1074628374534718
New River Gorge,Superstition,5.12d,V9,2.019183701849159
Horseshoe Canyon Ranch,Leather Face,5.12a,V7,0.014255502471454674
Joe's Valley,G2-07,5.12a,V7,1.0742964144719918
Bishop,Weapons of Mass Distraction,5.11a,V5,0.4487195665692653
Bishop,Corner,5.7,V1,-1.2771530471604882
Red Rocks,Save the heart to eat later,5.12a,V7,-0.42716245583166695
Joshua Tree,Sloper Safari,5.10c,V4,-0.5400903599971915
Sandrock,Kennel Club,5.8,V1,-2.846545133555933
Hueco Tanks,10-10,5.13a,V10,1.1255650846900518
Cathedral,Worshipping the Limestone Gods,5.11b,V5,-2.5143700203065724
Red River Gorge,Another Doug Reed Route,5.11b,V5,-2.9707378699989873
Tramway,Stretch Armstrong,5.13a,V10,1.9916938052841666
Tramway,Slot Machine,5.12a,V7,1.8426702846482785
Tramway,Bitch Slap,5.11d,V6,0.9692291845099898
Tramway,Byron's Roof,5.12d,V9,1.9249835814088982
Black and tan,Smoking Drum,5.13b,V11,1.2516406120784878
Black and tan,Talking Smack,5.13b,V11,1.2225519062035441
Hueco Tanks,Adjust Your Attitude,5.12c,V8,1.7657471497975674
Red Rocks,Haunted Hooks,5.10c,V4,-3.240872466646984
Jailhouse,Line Up,5.12b,V8,0.5813036174972195
Bishop,Go Granny Go Right,5.11a,V5,0.7145495445600545
Cathedral,Spring Loaded,5.13b,V11,1.0736538154544213
Cathedral,Raising Cain,5.12b,V8,-1.6420372883210004
Grandmother,Car Door,5.10a,V3,-0.25698223172916435
Stoney Point,Kodas Corner,5.10a,V3,0.218159795618126
Jailhouse,Insecurity,5.12d,V9,0.9923097780629851
Indian creek,Scarface,5.11a,V5,-0.8942124394576961
Joe's Valley,Stumble Bum Traverse,5.11a,V5,-2.540569875119572
Red Rocks,Angel dyno,5.12a,V7,0.7953808581508844
New River Gorge,Ride the lightning,5.13c,V12,2.216716032018598
Hueco Tanks,Juju Wall,5.7,V1,-1.7502220168260858
Hueco Tanks,Wonderhole,5.8,V1,-2.035476294597795
Red Rocks,Buck's Muscle World,5.9,V2,-2.2790949216047656
Obed,Cornerstone,5.12c,,1.5390999682505695
Sandrock,Never Believe,5.11b,V5,-0.9878202879140752
Reimer's,Yertle the Turtle,5.12a,V7,1.1589022170330983
Red River Gorge,Posse Whipped,5.12a,V7,-0.9152363130990683
Red River Gorge,Momma Cindy,5.11b,V5,-2.972591260500301
Columbia,Triple Cracks,5.12a,V7,0.7396833024358078
Red Rocks,Promises in the Dark,5.12b,V8,0.6077400842766311
Red Rocks,Thirsty Quail,5.12b,V8,0.35787074807426156
Little Si,Bust the Move,5.12a,V7,0.4005524431406733
Smith Rocks,Five Easy Pieces,5.12a,V7,0.9300186084611177
Summersville Lake,Satisfaction Guaranteed,5.11a,V5,-1.7595258478867404
New River Gorge,Hippie Dreams,5.7,V1,-2.252505887612036
New River Gorge,Chunko goes Bowling,5.9,V2,-2.765251553464411
Rumney,Know Ethics,5.10d,V5,-2.3116975424030164
Yosemite,The Hexcentric,5.12a,V7,0.9333057704841079
Sandrock,Oyster,5.10a,V3,-1.3546014397202604
Pine Mountain,Dissing Euros,5.11d,V6,0.915314693553635
Brickyard,Charlotte's Web,5.10a,V3,-0.6675494657315593
Clear Creek Canyon,Moving Out,5.12b,V8,0.11266169225763953
Blowing Rock,Stonehouse,5.11a,V5,0.1058538594194991
Sinks Canyon,Addiction,5.12c,V9,1.1400148296076513
New River Gorge,Made in the Shade,5.12d,V9,0.7344436645236507
Maple Canyon,911,5.13a,V10,1.2800243711692536
Sandrock,Heave Ho,5.11a,V5,-0.426119322674232
Jackson Falls,Group Therapy,5.10c,V4,-0.3906911641203692
Red River Gorge,Black Gold,5.13c,V12,1.6321960404993312
Owens River Gorge,Tsing Tao,5.10b,V3,-2.685275235567872
Owens River Gorge,Mandarin Orange,5.11b,V5,-2.438062615342436
Bishop,Groove and Arete,5.10c,V4,0.37741888762746495
Lilly boulders,Hemlock Arete,5.10c,V4,-0.888176798015383
Lilly boulders,O.P.P.,5.12a,V7,0.14419863349653497
Red River Gorge,Paradise Lost,5.13b,V11,1.8354884547814003
Red River Gorge,Rock Wars,5.10a,V3,-2.2951010555207882
Red River Gorge,Jesus Wept,5.12d,V9,0.9022429877908906
Puoux,Urban Cowboy,5.12a,V7,-0.8819716576142353
Red River Gorge,dracula '04,5.13b,V11,2.260981384680745
Bishop,Osama,5.11d,V6,0.6589901342578286
Red River Gorge,Galunlati,5.12b,V8,-1.0085250842783446
Grandmother,Ebonics,5.11d,V6,0.9457185923714261
Red River Gorge,Tika Monster,5.13a,V10,0.515333368662128
Maple Canyon,Toxic Watermelon,5.10a,V3,-2.985196219964873
Black Mountain,Visor Lip,5.10a,V3,-0.47608405424528943
Bishop,Suspended in Silence,5.11a,V5,-0.12435552510536887
Bishop,Finders Fee,5.12d,V9,1.361438660300944
Ten sleep,Wyoming Flower Child,5.11d,V6,-3.823783391026342
Grandmother,Nintendo Thumb,5.12a,V7,1.1167852453959326
Mt Evans,Black Tornado,5.12a,V7,-0.9370856998718791
Tramway,Green Hornet,5.11a,V5,0.5003160625916536
Red River Gorge,Immaculate Deception,5.12a,V7,-2.039318385244199
Black Mountain,Courier Flight,5.12a,V7,1.0040671042820568
Red River Gorge,Mid-life Crisis,5.11b,V6,-2.245672669345089
Red River Gorge,Air-Ride Equipped,5.11a,V5,-3.2051343143550652
Red River Gorge,triple sec,5.12d,V9,0.4180521219347656
Deep Creek,Red Hair,5.11b,V5,-0.2673191072191697
Red River Gorge,Urban Voodoo,5.12d,V9,0.8791694760732035
Red River Gorge,Peace Frog,5.12d,V9,-0.5251286251979572
Red River Gorge,Papa Love Jugs,5.11d,V6,-1.5156017880109385
Castle Rock,Mr. Magoo,5.8,V1,-1.0239613110319985
New River Gorge,First Steps,5.10c,V4,-2.5475582235939407
Tramway,Vanishing Point,5.12d,V9,1.3687708187252479
Leavenworth,Musashi,5.12d,V9,2.0315930490991
Leavenworth,The Sail,5.12d,V9,1.8440031119831077
Leavenworth,Was,5.12c,,0.526984209585673
Maple Canyon,Popcorn,5.12b,V8,-1.9587284434196768
Big Chief,Totally Chawsome,5.12b,V8,0.010402052148123668
Smith Rocks,Woman in the Meadow,5.11a,V5,-0.3091172862217537
Rifle,Guns 'n Posers,5.12a,V7,-1.0845748259955372
RMNP,Colt 45,5.12c,V8,0.4819589008691491
Ten sleep,Circus in the Wind,5.11b,V5,-2.9630059769909893
Ten sleep,Sucker Born Every Minute,5.11d,V6,-3.01928755130256
Ten sleep,The Barnum Route,5.12a,V7,-2.6948238483137787
Ten sleep,Joy of Heresy,5.11d,V6,-2.8174736789614334
Rumney,Beat Junkie,5.13b,V11,2.7641752601255467
Wild Iris,Tres Hombres,5.13a,V10,2.084093628803642
Maple Canyon,Blind in the Water,5.11a,V5,-2.7468159594689716
Red River Gorge,Believer,5.11b,V5,-2.829808469416187
Ten sleep,Great White Buffalo,5.11b,V5,-2.8791421916661437
Rifle,Gay science,5.13d,V13,2.3961361156329026
Little Si,Psycho-Wussy,5.11b,V5,-1.7510948533620743
Blacksmith Fork,Greyhound,5.12c,,0.5750430882655705
RMNP,Unknown,5.11d,V6,0.12379003317690118
Bishop,Pull Down Like De Jesus,5.10c,V4,-0.2259885424364899
RMNP,Sunspot Left,5.12c,,1.7315234250256797
Foster falls,"Rode Hard, Put Up Wet",5.10d,V4,-1.2521794945358353
Rumney,Buried Treasure,5.11b,V5,-1.5162648117867041
Smith Rocks,Churning in the Wake,5.13a,V10,2.386271513225136
Red River Gorge,Manifest Destiny,5.12a,V7,-2.0373633141534238
Red River Gorge,Magnum Opus,5.12b,V8,-0.8228930763647451
Red River Gorge,Summer sunshine,5.12b,V8,-0.49588164248837424
Horsetooth,Right Eliminator Prow,5.10c,V4,0.08105054910286705
Hound Ears,Heretic,5.10a,V3,-0.7116548223879107
Ten sleep,As Wicked as it Seems,5.12a,V7,-1.90151992497067
Shelf Road,Ejection Seat,5.12c,V8,0.17395303400160994
New River Gorge,Zelda,5.13a,V10,1.3323231181916053
Rifle,Tomb Raider,5.13d,V13,2.3966003866097583
Mt Evans,No More Greener Grasses,5.13c,V12,2.4019492458763616
Yosemite,Athletes Die Young,5.11d,V6,1.0266335680206884
Red Rocks,Sport Climbing is Neither,5.9,V2,-2.9714824501930215
Gunks,Million Dollar Problem,5.11a,V5,0.9853073608582676
Black Mountain,Buzzsaw,5.13a,V10,1.4116382756432182
Joe's Valley,Fingerhut,5.13a,V10,1.3845606157214088
Yosemite,Silent Spotter,5.11d,V6,-1.805131792472379
Ten sleep,EKV: Exo-atmospheric Kill Vehicle,5.12c,,0.3106328497488969
Farley,Chronic,5.11a,V5,0.5761528262490664
Poudre Canyon,Puffing Stone Traverse,5.11d,V6,1.043676988193908
Mt Evans,Mental Pollution,5.13a,V10,2.2412807954638834
Malibu Creek,Ground Zero,5.12a,V7,0.36483853777644
Rifle,The Gayness,5.14a,V14,2.4936625889169006
Ten sleep,July Jihad,5.12b,V8,-0.6958070147139964
Maple Canyon,Toxic Turkey,5.13c,V12,1.9753616331944965
New River Gorge,Cat food,5.11b,V6,-1.3628799601504746
New River Gorge,Almost Heaven,5.10b,V3,-2.986267236724253
New River Gorge,Moon Child Posse,5.11b,,-1.4579093695223055
Rumney,Scene of the Crime,5.10a,V3,-2.424979628588505
Lime Kiln Canyon,Greyhound,5.12a,V7,-1.3884785875243197
Lime Kiln Canyon,The Madness,5.11d,V6,-2.932216379194066
Shelf Road,Pick Pocket,5.12a,V7,-0.46996822148717143
Grandmother,Eye Candy,5.12d,V9,1.2349497835055094
Wild Iris,Diamonds and Rain,5.12a,V7,-0.8342989945774154
Black Mountain,Velvet Revolver Sit,5.12c,V7,1.7664434369714894
Mt Evans,Unknown,5.11d,V6,-0.11414260943186352
Hound Ears,Jaws 2 Direct,5.12c,V8,0.2197695396577227
Hound Ears,M.A.B.,5.12c,,1.1108359189624057
Hound Ears,Speed Arete,5.12c,V7,0.2869904535292173
Hound Ears,John Cougar Concentration Camp,5.12a,V7,1.5429242021650365
Hound Ears,Mushroom Roof,5.11d,V6,1.2485137407096636
Hound Ears,Controller,5.11d,V6,-0.030443123380028265
Hound Ears,Honzo Blade,5.11a,V5,-0.6683863491894078
New River Gorge,Boomerang,5.13a,V10,0.8849254822903896
Owens River Gorge,Gorgeous,5.10b,V3,-2.256458122901236
RMNP,Autobot,5.11a,V5,-1.3143873429285842
Echo Cliffs,Espresso,5.11a,V5,-1.8949209615704499
Red River Gorge,Blood Bath,5.12c,V9,-0.14579497666775407
HP 40,Grooverider,5.10a,V3,-0.5745130202683364
Red River Gorge,Ohio Arts,5.12b,V8,-1.744302818931676
Red River Gorge,Abiyoyo,5.12b,V8,-0.9879023905907187
Red River Gorge,Citizen's Arete,5.11b,V5,-1.8234637567215608
Horseshoe Canyon Ranch,Lavender Eye,5.12a,V7,-0.40581619347982967
Horseshoe Canyon Ranch,Corn Grinder,5.12c,V8,0.12140375514589719
Red River Gorge,Bad Company,5.10a,V3,-4.181843417000281
Red River Gorge,Karmic Retribution,5.10c,V4,-2.284004773587437
Red River Gorge,Naughty Neighbors,5.10d,V4,-3.8982889095573414
Farley,Magic Carpet Ride,5.11a,V5,-0.046045630316401784
Shelf Road,Lats Don't Have Feelings,5.11d,V6,-1.640984757411978
Poudre Canyon,Tsunami,5.12a,V7,1.3763053053337084
Maple Canyon,Slay,5.12a,V7,-0.6306866345865119
New River Gorge,Mississippi Burning,5.12b,V8,0.37391050102257817
Red River Gorge,Netizen Hacktivist,5.9,V2,-3.2373661928698727
Red River Gorge,Plate Tectonics,5.10a,V3,-3.1444547371208458
Red River Gorge,5th Bolt Faith,5.10c,V4,-3.344115894040819
Red River Gorge,Bethel,5.10a,V3,-3.9156431749530163
Red River Gorge,Spinner,5.10b,V3,-3.3064657606131425
Red River Gorge,Legends of Limonite (Direct Start),5.8,V1,-3.551566317041405
Red River Gorge,Glory and Consequence,5.7,V1,-3.2044302982888055
Red River Gorge,"Hey There, Fancy Pants",5.10c,V4,-2.239630335552144
Red River Gorge,CH4,5.7,V1,-3.0050381883207855
Red River Gorge,Methane Rising,5.11a,V5,-2.6310520472962597
Red River Gorge,Rat Stew,5.10a,V3,-3.8533491381252527
Red River Gorge,A-Beano,5.8,V1,-2.9728407443736287
Red River Gorge,"59"" drillbitch",5.10a,V3,-3.87589778939025
Hueco Tanks,99 Heroin Balloons,5.12c,V9,0.8988055088930619
Red Rocks,Angel Dyno,5.12a,V7,1.2940617015151807
Grandmother,All Jazzed Up,5.12c,V9,1.3228055532567466
221,Ominous Roof,5.12d,V9,2.046947641870749
221,Senderella,5.12c,V8,1.3592773970666268
221,Instinct,5.12d,V9,1.4562369952473755
Red River Gorge,Roadside Attraction,5.7,V1,-1.571332536102978
Bishop,Drone Militia,5.11d,V6,0.47810691276149747
Deep Creek,Belly Rubber,5.12b,V8,0.8433987303639912
Smugglers Notch,Biscuit,5.9,V2,-1.986930262241294
Horseshoe Canyon Ranch,Taliban Soup,5.11b,V6,-1.6300142180797843
Horseshoe Canyon Ranch,Learning to Fly,5.10c,V4,-2.6573052742833854
Horseshoe Canyon Ranch,Sonny Jim,5.11b,V5,-1.9115377479235716
Bishop,Easy Grit,5.11a,V5,-0.10680828782313613
Red River Gorge,False Idol,5.12c,V8,-1.936430174731132
Red River Gorge,Crucify me,5.11b,V6,-2.542041590116345
Yosemite,Flake Out,5.12a,V7,0.7888222896249231
Red River Gorge,Mosaic,5.12c,V8,0.09127241345263139
Red River Gorge,The Happy Fisherman,5.11b,V6,-2.057444281351999
Red River Gorge,Cosmic Trigger,5.12b,V8,-0.24924396405254592
Red River Gorge,Bitter Ray of Sunshine,5.10c,V4,-4.008494711788012
Red River Gorge,Dynabolt Gold,5.10a,V3,-3.7424879577284136
Red River Gorge,Ultra Perm,5.13d,V13,2.8788988349185773
Donner summit,Nazgul,5.12d,V9,2.051549255327456
Red River Gorge,Boltergeist,5.10b,V3,-4.2192759864625335
Red River Gorge,Beware of the Bear,5.10b,V4,-3.2016122797705564
Hueco Tanks,The Wonder Dyno,5.13a,V10,2.257077538292409
Hueco Tanks,Wicicala Cave,5.11a,V5,0.5233388290957175
Chuckawalla,Mecca,5.11b,V5,-1.6544710684860575
Pawtuckaway,Maxim,5.12a,V7,0.39658631146313034
Gunks,Andrew Boulder Problem,5.10c,V4,0.4555138805983785
Red Rocks,Potato Chips,5.9,V2,-2.492091503101833
Red Rocks,Donkey Punch,5.10c,V4,0.35699306159404764
Red Rocks,Poker Chips,5.7,V1,-2.463373530255558
HP 40,Short Long,5.12a,V7,1.7311794891324526
Hueco Tanks,Planet Zeist,5.11d,V6,0.1101236994212006
Smith Rocks,Phoenix,5.10a,V3,-2.65645517509604
Smith Rocks,Nine Gallon Buckets,5.10c,V4,-2.4939467787904417
Smith Rocks,Light on the Path,5.10a,V3,-2.8991914733240645
Smith Rocks,Screaming Yellow Zonkers,5.10b,V4,-2.2613128730821455
Blowing Rock,Room With A View,5.13a,V10,1.8204969716642934
Red Rocks,Levitation 29,5.11b,V6,-1.2908370737610029
Red River Gorge,Dogleg,5.12a,V7,-0.27962297066122876
Hueco Tanks,Nurse Ratchet,5.12a,V7,0.34913656952045835
Little Rock City,Dragon Man,5.12d,V9,1.5895419542909526
Little Rock City,The Law,5.13b,V11,2.1070873639529486
Red River Gorge,Velvet,5.11d,V6,-1.6775681468306054
Chuckawalla,Apostasy,5.10a,V3,-2.1796734122109824
Chuckawalla,Solace,5.10a,V3,-3.221235213871348
Chuckawalla,Tombstone Bullets,5.10c,V4,-2.949155037756171
Red Rocks,Nightmare on Crude Street,5.10d,V4,-2.1578959844637833
Red River Gorge,Transworld Depravity,5.14a,V14,3.320243956353272
Hueco Tanks,Girls of juarez,5.10c,V4,-0.5095312644784095
Red River Gorge,Super Best Friends,5.12b,V8,-1.6909630067227732
Red River Gorge,Mirage,5.12c,V9,-0.5327620892545645
Red River Gorge,Special Boy,5.11b,V5,-2.6286490837245693
Red River Gorge,Highway Turtle,5.12a,V7,-2.648476337317101
Cathedral,Bastard Stepchild,5.12d,V9,-0.050455043467335085
Fountain Red,Le Beak,5.10c,V4,-0.2971307814688686
Horseshoe Canyon Ranch,Chainsaw,5.10c,V4,-1.6734757377429277
Jackson Falls,Hidden treasure,5.12a,V7,0.2273887823035759
Horseshoe Canyon Ranch,Petrified,5.12a,V7,-1.349104900557624
Red River Gorge,The Gift,5.12a,V7,-0.622926366400795
Reimer's,Prototype,5.10d,V4,-1.266526262100921
Cathedral,Afterbirth,5.12a,V7,-1.02860402834308
HP 40,Panty Shields,5.10a,V3,-0.8065585984211661
Hueco Tanks,Meddle Detector,5.11d,V6,1.4423385466538117
VRG,Brutus,5.11b,V5,-0.9724398406492948
Joshua Tree,Nicole Overhang,5.11d,V6,1.2541007857302418
Pine Mountain,911,5.12c,V8,0.3468733178807082
HP 40,Man with the slow hand,5.10c,V4,0.14764918935368812
Chuckawalla,Good Old Chuck,5.12b,V8,-0.582497678922056
Priest Draw,Bad Ass,5.11a,V5,-0.4154218928744931
Joe's Valley,They Call Him Jordan,5.12c,V8,1.5631206435114693
Little Rock City,Pocket Pool,5.10c,V4,-1.2489400203479482
Little Rock City,Line of Scrimmage,5.11a,V5,-1.388115465758163
Bishop,Lidija's Mouth,5.10a,V3,0.3537434871834713
Bishop,Crispin Waddy,5.11d,V6,-0.12170512660078557
Brickyard,Smooth Criminal,5.12a,V7,1.3972118392305295
Eldorado Canyon,Elegant Universe,5.13b,V11,1.8162391383004752
Cathedral,Resurrection,5.13b,V11,2.099735308991114
Bishop,Haroun and the sea of stories,5.13b,V11,2.4222959399448967
Lime Kiln Canyon,Homo Faber,5.12d,V9,-0.5913524313140837
Lime Kiln Canyon,Honeycomb,5.13a,V10,0.7422448076062822
Mt Evans,Pat's Arete,5.12a,V7,0.1228618239934283
RMNP,Skipper Roof Right,5.13a,V10,2.2963848191999303
RMNP,1000 Shades of Green,5.12d,V9,1.6203447345784043
Little Rock City,Heroin,5.12a,V7,1.3731757738358012
Bishop,Thunderbird,5.13b,V11,2.7193702990631685
Bishop,Direction,5.13d,V13,2.501616383059834
HP 40,Never Trust a Mustache,5.10c,V4,0.43288210322634363
Boulder Canyon,The Citadel,5.12c,V8,2.543929934360536
Little Rock City,Left Wing,5.11d,V6,1.2868819060446024
Little Rock City,Right Wing,5.12a,V7,1.7767797281609838
Hueco Tanks,Martini Hotbox,5.12d,V9,1.970856137143722
Joe's Valley,Arma,5.12a,V7,-0.4279745550760179
RMNP,Lip Traverse,5.12a,V7,-0.4558465858044799
Little Rock City,Psychosomatic,5.12d,V9,2.251364688063119
Cathedral,Re-Do,5.12c,V8,-0.4989617823978399
Cathedral,Pocket Line to the Moon,5.11d,V6,-2.561173165136261
Horseshoe Canyon Ranch,Chuck Wagon,5.11d,V6,0.6426991365457242
Little Rock City,Dr. Atkinson,5.12c,V8,1.5196002478170807
Bishop,Rio's Secret Arete,5.10a,V3,-0.46490810537240923
Chuckawalla,Happiness is Coming,5.11d,V6,-2.126965098523284
Little Rock City,Shiver Me Timbers Direct,5.12c,V8,1.4722406609094805
Rocktown,Chocktow Sundial,5.12c,V9,1.0095770229685552
Hueco Tanks,Alma Blanca,5.13d,V13,2.6622153872614995
Little Rock City,Fame,5.11d,V6,0.45382624928777354
Rocktown,Sherman Roof Traverse,5.12d,V9,1.7945492511147976
Hospital Boulders,Unlocked,5.12c,V9,1.5168895970854575
Red Rocks,Vagabonds,5.10a,V3,-2.966226646212268
Hueco Tanks,Rogered in the Shower,5.13b,V11,1.1710254288442967
Little Rock City,Instinct sit,5.13a,V10,1.4614720932560703
Little Rock City,Boro Traverse,5.11d,V6,-2.1580163020152066
Little Rock City,cleopatra-cinderella traverse,5.12d,V9,1.9831087458694912
Little Rock City,Two Shoes Jack,5.10c,V4,1.0406829623658507
Little Rock City,These Feel Like Your Sisters,5.10a,V3,-0.8256736932984781
Horseshoe Canyon Ranch,Leatherface,5.12a,V7,0.9281475632000633
Little Rock City,robbing the tooth fairy,5.12d,V9,2.113069511339659
Little Rock City,fortune,5.11d,V6,0.19636630812596653
Hueco Tanks,Serious Attitude Problem,5.10c,V4,0.3173114914768404
Joshua Tree,False Hueco,5.8,V1,-0.9447678332720101
Horseshoe Canyon Ranch,Powdered Toast Man,5.12b,V8,-0.6334398414666365
Horseshoe Canyon Ranch,Grand Dragon,5.12a,V7,-0.08037520238724603
Little Rock City,45 wall traverse,5.12a,V7,-1.2360112297675878
Jupiter Boulders,Europa,5.11a,V5,1.7716214997459627
Rocktown,Soap on a Rope,5.10c,V4,0.15703781184971258
Joshua Tree,Yabo Roof,5.10a,V3,0.28055628460400567
Hueco Tanks,Mild Turkey,5.12c,V8,1.3737502106360997
Joshua Tree,False Hueco Traverse,5.9,V2,-1.1181213473956009
Red Rocks,Twilight of a Champion,5.13a,V10,1.5785036672546156
Hueco Tanks,Hershey's Symphony,5.8,V1,-2.7204365208450363
Hueco Tanks,The Guillotine,5.9,V2,-2.0913870278075777
American Fork,Electric Company,5.11b,V5,-0.5110857402595258
Big bend,Circus Trick,5.10c,V4,1.4074225053230365
Matthew Winters,Ghost Dance,5.12a,V7,0.6321893920965383
Moe's Valley,Show of Hands,5.13b,V11,1.855812639174569
Bishop,Kill On Sight,5.13c,V12,2.9099943839437556
Black and tan,Jumanji,5.12a,V7,-0.020843653253043576
HP 40,Chicks,5.8,V1,-2.05241382704651
Poudre Canyon,Scuba Steve,5.12a,V7,1.3307628639824678
Rumbling bald,11:11,5.12a,V7,0.31140214347170614
Rumbling bald,Kung Fu Grip,5.11a,V5,1.144573656037116
Rocktown,Big Bad,5.11a,V5,0.712999663654543
Hueco Tanks,Choir Boys Light,5.12b,V8,2.240342352537995
Red River Gorge,Bullfighter,5.12b,V8,-0.2409055944367777
Rumney,Air and Pleasant Danger,5.8,V1,-2.5631633605942636
Little Rock City,Mane Event,5.10c,V4,-0.534659649196905
Little Rock City,Bonesaw,5.11a,V5,-0.24953292849858932
Joe's Valley,Stand Up,5.12c,V7,1.3944316907726628
Joe's Valley,Poricini or Portabello,5.12a,V7,0.9709550390531292
Blowing Rock,Maddox Traverse,5.12a,V7,1.448828472477355
Little Rock City,The Brotherhood,5.12c,V7,1.741857157507471
Shelf Road,Muscle Beach,5.11a,V5,-2.4852546488372433
Little Rock City,Ruby Roo,5.9,V2,-1.0289391625520765
Little Rock City,Incredarete,5.8,V1,-1.876475907295671
Little Rock City,Pancake Mantle,5.10a,V3,-0.545246609440848
Little Rock City,Pinch the Loaf,5.10a,V3,-1.6225822842402262
